master_id,record_type,event_date,event_year,event_month,date_precision,latitude,longitude,state,district,location_name,initiation_year,triggering_factor,material_type,movement_type,activity,landslide_area,persons_death,injury_count,source,source_event_id,source_record_url,source_records,source_count,coordinate_source,coordinate_inherited,match_confidence,data_quality,dedup_key,duplicate_group_id,is_duplicate,duplicate_of,notes,dataset_source,original_event_date,event_date_standardized,event_date_only,original_latitude,original_longitude,latitude_standardized,longitude_standardized,coordinates_valid,latitude_compare,longitude_compare,date_compare
IND-INV-014589,INVENTORY,,,,unknown,30.712291,77.389805,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F06/2017/159,,GSI:15868,1,GSI,False,SOURCE,HIGH,30.712_77.390,,False,,OBJECTID=15868,LandslideGuard_Project_Master,,,,30.712291,77.389805,30.712291,77.389805,True,30.712,77.39,
IND-INV-014590,INVENTORY,,,,unknown,30.711674,77.390179,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F06/2017/158,,GSI:15867,1,GSI,False,SOURCE,HIGH,30.712_77.390,,False,,OBJECTID=15867,LandslideGuard_Project_Master,,,,30.711674,77.390179,30.711674,77.390179,True,30.712,77.39,
IND-INV-014604,INVENTORY,,,,unknown,30.698104,77.404631,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F06/2017/180,,GSI:17258,1,GSI,False,SOURCE,HIGH,30.698_77.405,,False,,OBJECTID=17258,LandslideGuard_Project_Master,,,,30.698104,77.404631,30.698104,77.404631,True,30.698,77.405,
IND-INV-014606,INVENTORY,,,,unknown,30.698426,77.404783,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F06/2017/179,,GSI:17257,1,GSI,False,SOURCE,HIGH,30.698_77.405,,False,,OBJECTID=17257,LandslideGuard_Project_Master,,,,30.698426,77.404783,30.698426,77.404783,True,30.698,77.405,
IND-INV-014622,INVENTORY,,,,unknown,30.761214,77.603542,Himachal Pradesh,Shimla,,,Anthropogenic(road cut),Rock cum debris,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SHM/53F09/2017/47,,GSI:18580,1,GSI,False,SOURCE,HIGH,30.761_77.604,,False,,OBJECTID=18580,LandslideGuard_Project_Master,,,,30.761214,77.603542,30.761214,77.603542,True,30.761,77.604,
IND-INV-014623,INVENTORY,,,,unknown,30.761308,77.603703,Himachal Pradesh,Sirmour,,,Anthropogenic(road cut),Debris,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F09/2017/39,,GSI:18425,1,GSI,False,SOURCE,HIGH,30.761_77.604,,False,,OBJECTID=18425,LandslideGuard_Project_Master,,,,30.761308,77.603703,30.761308,77.603703,True,30.761,77.604,
IND-INV-014635,INVENTORY,,,,unknown,30.767344,77.560942,Himachal Pradesh,Shimla,,,Anthropogenic(road cut),Rock cum debris,Slide,Suspended,0.0,,,Geological Survey of India (GSI) inventory,HP/SHM/53F09/2017/27,,GSI:18263,1,GSI,False,SOURCE,HIGH,30.767_77.561,,False,,OBJECTID=18263,LandslideGuard_Project_Master,,,,30.767344,77.560942,30.767344,77.560942,True,30.767,77.561,
IND-INV-014636,INVENTORY,,,,unknown,30.767381,77.560906,Himachal Pradesh,Shimla,,,Anthropogenic(road cut),Rock cum debris,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SHM/53F09/2017/34,,GSI:18403,1,GSI,False,SOURCE,HIGH,30.767_77.561,,False,,OBJECTID=18403,LandslideGuard_Project_Master,,,,30.767381,77.560906,30.767381,77.560906,True,30.767,77.561,
IND-INV-014637,INVENTORY,,,,unknown,30.767417,77.561167,Himachal Pradesh,Shimla,,,Anthropogenic(road cut),Debris,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SHM/53F09/2017/28,,GSI:18264,1,GSI,False,SOURCE,HIGH,30.767_77.561,,False,,OBJECTID=18264,LandslideGuard_Project_Master,,,,30.767417,77.561167,30.767417,77.561167,True,30.767,77.561,
IND-INV-014638,INVENTORY,,,,unknown,30.768611,77.56325,Himachal Pradesh,Shimla,,,Anthropogenic(road cut),Debris,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SHM/53F09/2017/32,,GSI:18268,1,GSI,False,SOURCE,HIGH,30.769_77.563,,False,,OBJECTID=18268,LandslideGuard_Project_Master,,,,30.768611,77.56325,30.768611,77.56325,True,30.769,77.563,
IND-INV-014639,INVENTORY,,,,unknown,30.768611,77.56325,Himachal Pradesh,Shimla,,,Anthropogenic(road cut),Debris,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SHM/53F09/2017/35,,GSI:18421,1,GSI,False,SOURCE,HIGH,30.769_77.563,,False,,OBJECTID=18421,LandslideGuard_Project_Master,,,,30.768611,77.56325,30.768611,77.56325,True,30.769,77.563,
IND-INV-014648,INVENTORY,,,,unknown,30.8478,77.610308,Himachal Pradesh,Shimla,,,Anthropogenic(road cut),Debris,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SHM/53F09/2017/73,,GSI:18358,1,GSI,False,SOURCE,HIGH,30.848_77.610,,False,,OBJECTID=18358,LandslideGuard_Project_Master,,,,30.8478,77.610308,30.8478,77.610308,True,30.848,77.61,
IND-INV-014649,INVENTORY,,,,unknown,30.847842,77.610136,Himachal Pradesh,Shimla,,,Anthropogenic(road cut),Debris,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SHM/53F09/2017/74,,GSI:18359,1,GSI,False,SOURCE,HIGH,30.848_77.610,,False,,OBJECTID=18359,LandslideGuard_Project_Master,,,,30.847842,77.610136,30.847842,77.610136,True,30.848,77.61,
IND-INV-014669,INVENTORY,,,,unknown,30.720029,77.674827,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/148,,GSI:18562,1,GSI,False,SOURCE,HIGH,30.720_77.675,,False,,OBJECTID=18562,LandslideGuard_Project_Master,,,,30.720029,77.674827,30.720029,77.674827,True,30.72,77.675,
IND-INV-014670,INVENTORY,,,,unknown,30.720006,77.67533,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/149,,GSI:18582,1,GSI,False,SOURCE,HIGH,30.720_77.675,,False,,OBJECTID=18582,LandslideGuard_Project_Master,,,,30.720006,77.67533,30.720006,77.67533,True,30.72,77.675,
IND-INV-014678,INVENTORY,,,,unknown,30.702012,77.65203,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/136,,GSI:18576,1,GSI,False,SOURCE,HIGH,30.702_77.652,,False,,OBJECTID=18576,LandslideGuard_Project_Master,,,,30.702012,77.65203,30.702012,77.65203,True,30.702,77.652,
IND-INV-014679,INVENTORY,,,,unknown,30.702136,77.651578,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/138,,GSI:18533,1,GSI,False,SOURCE,HIGH,30.702_77.652,,False,,OBJECTID=18533,LandslideGuard_Project_Master,,,,30.702136,77.651578,30.702136,77.651578,True,30.702,77.652,
IND-INV-014685,INVENTORY,,,,unknown,30.700832,77.661064,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/257,,GSI:19241,1,GSI,False,SOURCE,HIGH,30.701_77.661,,False,,OBJECTID=19241,LandslideGuard_Project_Master,,,,30.700832,77.661064,30.700832,77.661064,True,30.701,77.661,
IND-INV-014686,INVENTORY,,,,unknown,30.70086,77.661464,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/258,,GSI:19242,1,GSI,False,SOURCE,HIGH,30.701_77.661,,False,,OBJECTID=19242,LandslideGuard_Project_Master,,,,30.70086,77.661464,30.70086,77.661464,True,30.701,77.661,
IND-INV-014722,INVENTORY,,,,unknown,30.608416,77.699928,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/151,,GSI:18311,1,GSI,False,SOURCE,HIGH,30.608_77.700,,False,,OBJECTID=18311,LandslideGuard_Project_Master,,,,30.608416,77.699928,30.608416,77.699928,True,30.608,77.7,
IND-INV-014723,INVENTORY,,,,unknown,30.607993,77.700387,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/152,,GSI:18312,1,GSI,False,SOURCE,HIGH,30.608_77.700,,False,,OBJECTID=18312,LandslideGuard_Project_Master,,,,30.607993,77.700387,30.607993,77.700387,True,30.608,77.7,
IND-INV-014727,INVENTORY,,,,unknown,30.595236,77.69475,Himachal Pradesh,Sirmur,,,anthropogenic,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/158,,GSI:18333,1,GSI,False,SOURCE,HIGH,30.595_77.695,,False,,OBJECTID=18333,LandslideGuard_Project_Master,,,,30.595236,77.69475,30.595236,77.69475,True,30.595,77.695,
IND-INV-014728,INVENTORY,,,,unknown,30.594509,77.69491,Himachal Pradesh,Sirmur,,,anthropogenic,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/157,,GSI:18332,1,GSI,False,SOURCE,HIGH,30.595_77.695,,False,,OBJECTID=18332,LandslideGuard_Project_Master,,,,30.594509,77.69491,30.594509,77.69491,True,30.595,77.695,
IND-INV-014729,INVENTORY,,,,unknown,30.597382,77.690735,Himachal Pradesh,Sirmur,,,anthropogenic,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/161,,GSI:18336,1,GSI,False,SOURCE,HIGH,30.597_77.691,,False,,OBJECTID=18336,LandslideGuard_Project_Master,,,,30.597382,77.690735,30.597382,77.690735,True,30.597,77.691,
IND-INV-014731,INVENTORY,,,,unknown,30.597011,77.691497,Himachal Pradesh,Sirmur,,,anthropogenic,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/159,,GSI:18334,1,GSI,False,SOURCE,HIGH,30.597_77.691,,False,,OBJECTID=18334,LandslideGuard_Project_Master,,,,30.597011,77.691497,30.597011,77.691497,True,30.597,77.691,
IND-INV-014799,INVENTORY,,,,unknown,30.554573,77.629803,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/64,,GSI:19237,1,GSI,False,SOURCE,HIGH,30.555_77.630,,False,,OBJECTID=19237,LandslideGuard_Project_Master,,,,30.554573,77.629803,30.554573,77.629803,True,30.555,77.63,
IND-INV-014800,INVENTORY,,,,unknown,30.554764,77.630116,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/63,,GSI:19225,1,GSI,False,SOURCE,HIGH,30.555_77.630,,False,,OBJECTID=19225,LandslideGuard_Project_Master,,,,30.554764,77.630116,30.554764,77.630116,True,30.555,77.63,
IND-INV-014819,INVENTORY,,,,unknown,30.57073,77.614378,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/38,,GSI:17100,1,GSI,False,SOURCE,HIGH,30.571_77.614,,False,,OBJECTID=17100,LandslideGuard_Project_Master,,,,30.57073,77.614378,30.57073,77.614378,True,30.571,77.614,
IND-INV-014820,INVENTORY,,,,unknown,30.571449,77.614421,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/37,,GSI:17099,1,GSI,False,SOURCE,HIGH,30.571_77.614,,False,,OBJECTID=17099,LandslideGuard_Project_Master,,,,30.571449,77.614421,30.571449,77.614421,True,30.571,77.614,
IND-INV-014837,INVENTORY,,,,unknown,30.581942,77.553009,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/210,,GSI:19512,1,GSI,False,SOURCE,HIGH,30.582_77.553,,False,,OBJECTID=19512,LandslideGuard_Project_Master,,,,30.581942,77.553009,30.581942,77.553009,True,30.582,77.553,
IND-INV-014838,INVENTORY,,,,unknown,30.581816,77.553307,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/209,,GSI:19511,1,GSI,False,SOURCE,HIGH,30.582_77.553,,False,,OBJECTID=19511,LandslideGuard_Project_Master,,,,30.581816,77.553307,30.581816,77.553307,True,30.582,77.553,
IND-INV-014839,INVENTORY,,,,unknown,30.582323,77.553488,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/207,,GSI:19489,1,GSI,False,SOURCE,HIGH,30.582_77.553,,False,,OBJECTID=19489,LandslideGuard_Project_Master,,,,30.582323,77.553488,30.582323,77.553488,True,30.582,77.553,
IND-INV-014895,INVENTORY,,,,unknown,30.541918,77.781609,Himachal Pradesh,Sirmur,,,anthropogenic,Rock cum debris,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/128,,GSI:18549,1,GSI,False,SOURCE,HIGH,30.542_77.782,,False,,OBJECTID=18549,LandslideGuard_Project_Master,,,,30.541918,77.781609,30.541918,77.781609,True,30.542,77.782,
IND-INV-014896,INVENTORY,,,,unknown,30.541918,77.781609,Himachal Pradesh,Sirmur,,,anthropogenic,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F14/2017/51,,GSI:17485,1,GSI,False,SOURCE,HIGH,30.542_77.782,,False,,OBJECTID=17485,LandslideGuard_Project_Master,,,,30.541918,77.781609,30.541918,77.781609,True,30.542,77.782,
IND-INV-014918,INVENTORY,,,,unknown,30.557803,77.780068,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F14/2017/11,,GSI:17050,1,GSI,False,SOURCE,HIGH,30.558_77.780,,False,,OBJECTID=17050,LandslideGuard_Project_Master,,,,30.557803,77.780068,30.557803,77.780068,True,30.558,77.78,
IND-INV-014919,INVENTORY,,,,unknown,30.557674,77.779581,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F14/2017/13,,GSI:17371,1,GSI,False,SOURCE,HIGH,30.558_77.780,,False,,OBJECTID=17371,LandslideGuard_Project_Master,,,,30.557674,77.779581,30.557674,77.779581,True,30.558,77.78,
IND-INV-014928,INVENTORY,,,,unknown,30.583117,77.754965,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F14/2017/17,,GSI:17397,1,GSI,False,SOURCE,HIGH,30.583_77.755,,False,,OBJECTID=17397,LandslideGuard_Project_Master,,,,30.583117,77.754965,30.583117,77.754965,True,30.583,77.755,
IND-INV-014929,INVENTORY,,,,unknown,30.583117,77.754965,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F14/2017/22,,GSI:17402,1,GSI,False,SOURCE,HIGH,30.583_77.755,,False,,OBJECTID=17402,LandslideGuard_Project_Master,,,,30.583117,77.754965,30.583117,77.754965,True,30.583,77.755,
IND-INV-014938,INVENTORY,,,,unknown,30.57879,77.736254,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/234,,GSI:19493,1,GSI,False,SOURCE,HIGH,30.579_77.736,,False,,OBJECTID=19493,LandslideGuard_Project_Master,,,,30.57879,77.736254,30.57879,77.736254,True,30.579,77.736,
IND-INV-014940,INVENTORY,,,,unknown,30.57935,77.736016,Himachal Pradesh,Sirmur,,,rainfall,Rock,Slide,Active,0.0,,,Geological Survey of India (GSI) inventory,HP/SIR/53F10/2017/235,,GSI:19494,1,GSI,False,SOURCE,HIGH,30.579_77.736,,False,,OBJECTID=19494,LandslideGuard_Project_Master,,,,30.57935,77.736016,30.57935,77.736016,True,30.579,77.736,
IND-INV-015187,INVENTORY,,,,unknown,30.846283,78.09154,Uttarakhand,Uttarkashi,,,Rainfall,Rock,Slide,Suspended,1200.0,,,Geological Survey of India (GSI) inventory,UK/UTT/53J01/2015/1574,,GSI:1855,1,GSI,False,SOURCE,HIGH,30.846_78.092,,False,,OBJECTID=1855,LandslideGuard_Project_Master,,,,30.846283,78.09154,30.846283,78.09154,True,30.846,78.092,
IND-INV-015188,INVENTORY,,,,unknown,30.845056,78.091889,Uttarakhand,Uttarkashi,,,Rainfall,Rock,Slide,Suspended,800.0,,,Geological Survey of India (GSI) inventory,UK/UTT/53J01/2015/1576,,GSI:1857,1,GSI,False,SOURCE,HIGH,30.845_78.092,,False,,OBJECTID=1857,LandslideGuard_Project_Master,,,,30.845056,78.091889,30.845056,78.091889,True,30.845,78.092,
IND-INV-015189,INVENTORY,,,,unknown,30.845611,78.092028,Uttarakhand,Uttarkashi,,,Rainfall,Rock,Slide,Suspended,800.0,,,Geological Survey of India (GSI) inventory,UK/UTT/53J01/2015/1575,,GSI:1856,1,GSI,False,SOURCE,HIGH,30.846_78.092,,False,,OBJECTID=1856,LandslideGuard_Project_Master,,,,30.845611,78.092028,30.845611,78.092028,True,30.846,78.092,
IND-INV-015190,INVENTORY,,,,unknown,30.844556,78.091944,Uttarakhand,Uttarkashi,,,Rainfall,Rock,Slide,Suspended,2000.0,,,Geological Survey of India (GSI) inventory,UK/UTT/53J01/2015/1577,,GSI:1858,1,GSI,False,SOURCE,HIGH,30.845_78.092,,False,,OBJECTID=1858,LandslideGuard_Project_Master,,,,30.844556,78.091944,30.844556,78.091944,True,30.845,78.092,
IND-INV-015195,INVENTORY,,,,unknown,30.872411,78.06375,Uttarakhand,Uttarkashi,,,Rainfall,Rock,Slide,Suspended,600.0,,,Geological Survey of India (GSI) inventory,UK/UTT/53J01/2015/1557,,GSI:840,1,GSI,False,SOURCE,HIGH,30.872_78.064,,False,,OBJECTID=840,LandslideGuard_Project_Master,,,,30.872411,78.06375,30.872411,78.06375,True,30.872,78.064,
IND-INV-015196,INVENTORY,,,,unknown,30.871639,78.063694,Uttarakhand,Uttarkashi,,,Rainfall,Rock,Slide,Suspended,600.0,,,Geological Survey of India (GSI) inventory,UK/UTT/53J01/2015/1556,,GSI:839,1,GSI,False,SOURCE,HIGH,30.872_78.064,,False,,OBJECTID=839,LandslideGuard_Project_Master,,,,30.871639,78.063694,30.871639,78.063694,True,30.872,78.064,
IND-INV-015227,INVENTORY,,,,unknown,30.834,77.7552,Himachal Pradesh,Shimla,,,Rainfall,Debris,Slide,Active,350.0,,,Geological Survey of India (GSI) inventory,HP/SHI/53F13/2016/17,,GSI:14261,1,GSI,False,SOURCE,HIGH,30.834_77.755,,False,,OBJECTID=14261,LandslideGuard_Project_Master,,,,30.834,77.7552,30.834,77.7552,True,30.834,77.755,
IND-INV-015228,INVENTORY,,,,unknown,30.834,77.7552,Himachal Pradesh,Shimla,Near Choinyan,,Rainfall,Debris,Slide,Active,350.0,,,Geological Survey of India (GSI) inventory,HP/SIM/53F13/2016/27,,GSI:7611,1,GSI,False,SOURCE,HIGH,30.834_77.755,,False,,OBJECTID=7611,LandslideGuard_Project_Master,,,,30.834,77.7552,30.834,77.7552,True,30.834,77.755,
IND-INV-015229,INVENTORY,,,,unknown,30.8316,77.7567,Himachal Pradesh,Shimla,Near Choinyan,,Rainfall,Rock,Slide,Active,448.0,,,Geological Survey of India (GSI) inventory,HP/SIM/53F13/2016/25,,GSI:7609,1,GSI,False,SOURCE,HIGH,30.832_77.757,,False,,OBJECTID=7609,LandslideGuard_Project_Master,,,,30.8316,77.7567,30.8316,77.7567,True,30.832,77.757,
IND-INV-015230,INVENTORY,,,,unknown,30.8316,77.7567,Himachal Pradesh,Shimla,,,Rainfall,Debris,Slide,Active,448.0,,,Geological Survey of India (GSI) inventory,HP/SHI/53F13/2016/16,,GSI:14260,1,GSI,False,SOURCE,HIGH,30.832_77.757,,False,,OBJECTID=14260,LandslideGuard_Project_Master,,,,30.8316,77.7567,30.8316,77.7567,True,30.832,77.757,
IND-INV-015231,INVENTORY,,,,unknown,30.8306,77.7571,Himachal Pradesh,Shimla,Near Choinyan,,Rainfall,Rock,Slide,Active,510.0,,,Geological Survey of India (GSI) inventory,HP/SIM/53F13/2016/26,,GSI:7610,1,GSI,False,SOURCE,HIGH,30.831_77.757,,False,,OBJECTID=7610,LandslideGuard_Project_Master,,,,30.8306,77.7571,30.8306,77.7571,True,30.831,77.757,
IND-INV-015232,INVENTORY,,,,unknown,30.8306,77.7571,Himachal Pradesh,Shimla,,,Rainfall,Debris,Slide,Active,510.0,,,Geological Survey of India (GSI) inventory,HP/SHI/53F13/2016/6,,GSI:14431,1,GSI,False,SOURCE,HIGH,30.831_77.757,,False,,OBJECTID=14431,LandslideGuard_Project_Master,,,,30.8306,77.7571,30.8306,77.7571,True,30.831,77.757,
IND-INV-015233,INVENTORY,,,,unknown,30.8275,77.7559,Himachal Pradesh,Shimla,Near Gumma,,Rainfall,Rock,Slide,Active,400.0,,,Geological Survey of India (GSI) inventory,HP/SIM/53F13/2016/24,,GSI:7592,1,GSI,False,SOURCE,HIGH,30.828_77.756,,False,,OBJECTID=7592,LandslideGuard_Project_Master,,,,30.8275,77.7559,30.8275,77.7559,True,30.828,77.756,
IND-INV-015234,INVENTORY,,,,unknown,30.8275,77.7559,Himachal Pradesh,Shimla,,,Rainfall,Debris,Slide,Active,400.0,,,Geological Survey of India (GSI) inventory,HP/SHI/53F13/2016/24,,GSI:14411,1,GSI,False,SOURCE,HIGH,30.828_77.756,,False,,OBJECTID=14411,LandslideGuard_Project_Master,,,,30.8275,77.7559,30.8275,77.7559,True,30.828,77.756,
IND-INV-015235,INVENTORY,,,,unknown,30.8272,77.7556,Himachal Pradesh,Shimla,Near Gumma,,Rainfall,Rock,Slide,Active,224.0,,,Geological Survey of India (GSI) inventory,HP/SIM/53F13/2016/23,,GSI:7591,1,GSI,False,SOURCE,HIGH,30.827_77.756,,False,,OBJECTID=7591,LandslideGuard_Project_Master,,,,30.8272,77.7556,30.8272,77.7556,True,30.827,77.756,
IND-INV-015236,INVENTORY,,,,unknown,30.8272,77.7556,Himachal Pradesh,Shimla,,,Rainfall,Debris,Slide,Active,224.0,,,Geological Survey of India (GSI) inventory,HP/SHI/53F13/2016/26,,GSI:14428,1,GSI,False,SOURCE,HIGH,30.827_77.756,,False,,OBJECTID=14428,LandslideGuard_Project_Master,,,,30.8272,77.7556,30.8272,77.7556,True,30.827,77.756,
IND-INV-015237,INVENTORY,,,,unknown,30.8269,77.7528,Himachal Pradesh,Shimla,,,Rainfall,Debris,Slide,Active,720.0,,,Geological Survey of India (GSI) inventory,HP/SHI/53F13/2016/25,,GSI:14427,1,GSI,False,SOURCE,HIGH,30.827_77.753,,False,,OBJECTID=14427,LandslideGuard_Project_Master,,,,30.8269,77.7528,30.8269,77.7528,True,30.827,77.753,
IND-INV-015238,INVENTORY,,,,unknown,30.8269,77.7528,Himachal Pradesh,Shimla,Near Gumma,,Rainfall,Rock,Slide,Active,720.0,,,Geological Survey of India (GSI) inventory,HP/SIM/53F13/2016/22,,GSI:7590,1,GSI,False,SOURCE,HIGH,30.827_77.753,,False,,OBJECTID=7590,LandslideGuard_Project_Master,,,,30.8269,77.7528,30.8269,77.7528,True,30.827,77.753,
IND-INV-015239,INVENTORY,,,,unknown,30.8257,77.7517,Himachal Pradesh,Shimla,Near Gumma,,Rainfall,Rock,Slide,Active,110.0,,,Geological Survey of India (GSI) inventory,HP/SIM/53F13/2016/19,,GSI:7588,1,GSI,False,SOURCE,HIGH,30.826_77.752,,False,,OBJECTID=7588,LandslideGuard_Project_Master,,,,30.8257,77.7517,30.8257,77.7517,True,30.826,77.752,
IND-INV-015240,INVENTORY,,,,unknown,30.8258,77.7515,Himachal Pradesh,Shimla,Near Gumma,,Rainfall,Rock,Slide,Active,110.0,,,Geological Survey of India (GSI) inventory,HP/SIM/53F13/2016/20,,GSI:7589,1,GSI,False,SOURCE,HIGH,30.826_77.751,,False,,OBJECTID=7589,LandslideGuard_Project_Master,,,,30.8258,77.7515,30.8258,77.7515,True,30.826,77.752,
IND-INV-015241,INVENTORY,,,,unknown,30.8257,77.7517,Himachal Pradesh,Shimla,,,Rainfall,Debris,Slide,Active,110.0,,,Geological Survey of India (GSI) inventory,HP/SHI/53F13/2016/22,,GSI:14409,1,GSI,False,SOURCE,HIGH,30.826_77.752,,False,,OBJECTID=14409,LandslideGuard_Project_Master,,,,30.8257,77.7517,30.8257,77.7517,True,30.826,77.752,
IND-INV-015242,INVENTORY,,,,unknown,30.8258,77.7515,Himachal Pradesh,Shimla,,,Rainfall,Debris,Slide,Active,110.0,,,Geological Survey of India (GSI) inventory,HP/SHI/53F13/2016/23,,GSI:14410,1,GSI,False,SOURCE,HIGH,30.826_77.751,,False,,OBJECTID=14410,LandslideGuard_Project_Master,,,,30.8258,77.7515,30.8258,77.7515,True,30.826,77.752,
IND-INV-015243,INVENTORY,,,,unknown,30.8235,77.7514,Himachal Pradesh,Shimla,,,Rainfall,Debris,Slide,Active,576.0,,,Geological Survey of India (GSI) inventory,HP/SHI/53F13/2016/7,,GSI:14446,1,GSI,False,SOURCE,HIGH,30.823_77.751,,False,,OBJECTID=14446,LandslideGuard_Project_Master,,,,30.8235,77.7514,30.8235,77.7514,True,30.824,77.751,
IND-INV-015244,INVENTORY,,,,unknown,30.8235,77.7514,Himachal Pradesh,Shimla,Antrouli-Gumma road,,Rainfall,Rock,Slide,Active,576.0,,,Geological Survey of India (GSI) inventory,HP/SIM/53F13/2016/18,,GSI:7841,1,GSI,False,SOURCE,HIGH,30.823_77.751,,False,,OBJECTID=7841,LandslideGuard_Project_Master,,,,30.8235,77.7514,30.8235,77.7514,True,30.824,77.751,
IND-INV-015245,INVENTORY,,,,unknown,30.8233,77.7506,Himachal Pradesh,Shimla,,,Rainfall,Debris,Slide,Active,448.0,,,Geological Survey of India (GSI) inventory,HP/SHI/53F13/2016/21,,GSI:14281,1,GSI,False,SOURCE,HIGH,30.823_77.751,,False,,OBJECTID=14281,LandslideGuard_Project_Master,,,,30.8233,77.7506,30.8233,77.7506,True,30.823,77.751,
IND-INV-015246,INVENTORY,,,,unknown,30.8234,77.7507,Himachal Pradesh,Shimla,Antrouli-Gumma road,,Rainfall,Rock,Slide,Active,448.0,,,Geological Survey of India (GSI) inventory,HP/SIM/53F13/2016/17,,GSI:7819,1,GSI,False,SOURCE,HIGH,30.823_77.751,,False,,OBJECTID=7819,LandslideGuard_Project_Master,,,,30.8234,77.7507,30.8234,77.7507,True,30.823,77.751,
